data_hora;evento;arquivo;detalhe;acao_recomendada
2026-06-11 13:53:20;INALTERADO;WDO_SEMANAL_2017_2019.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WDO_SEMANAL_2019_2020.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WDO_SEMANAL_2020_2022.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WDO_SEMANAL_2024_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WDO_SEMANAL_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WIN_Semanal_2005_2007.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WIN_SEMANAL_2007_2009.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WIN_SEMANAL_2009_2011.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WIN_SEMANAL_2011_2013.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WIN_SEMANAL_2013_2015.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WIN_SEMANAL_2015_2017.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WIN_SEMANAL_2017_2019.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WIN_SEMANAL_2018_2020.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WIN_SEMANAL_2020_2022.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WIN_SEMANAL_2022_2024.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WIN_SEMANAL_2024_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WIN_SEMANAL_2026_2026.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WDOFUT_F_0_Semanal.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
2026-06-11 13:53:20;INALTERADO;WINFUT_F_0_Semanal.csv;Arquivo sem alteracao detectada;Nenhuma acao necessaria
